"";"UF";"ETAPA";"REDE";"COR";"total_pd";"se.pd"
"89";"Paraíba";"Pré-escola";"Rede pública";"Negra";9425,05378305;2882,41638656224
"90";"Paraíba";"Pré-escola";"Rede pública";"Outros";0;0
"91";"Pernambuco";"Pré-escola";"Rede privada";"Branca";6429,05518625;2220,03062154777
"92";"Pernambuco";"Pré-escola";"Rede privada";"Negra";8805,75003101;2601,70344367593
"93";"Pernambuco";"Pré-escola";"Rede privada";"Outros";0;0
"94";"Pernambuco";"Pré-escola";"Rede pública";"Branca";7499,07709609;2152,63479463089
"95";"Pernambuco";"Pré-escola";"Rede pública";"Negra";27297,18962104;6167,77731087835
"96";"Pernambuco";"Pré-escola";"Rede pública";"Outros";0;0
"97";"Alagoas";"Pré-escola";"Rede privada";"Branca";2053,6087612;831,733466239348
"98";"Alagoas";"Pré-escola";"Rede privada";"Negra";3870,51774476;967,638445616572
"99";"Alagoas";"Pré-escola";"Rede privada";"Outros";0;0
"100";"Alagoas";"Pré-escola";"Rede pública";"Branca";3800,68756278;884,683292278208
"101";"Alagoas";"Pré-escola";"Rede pública";"Negra";10018,15183533;1564,29863211205
"102";"Alagoas";"Pré-escola";"Rede pública";"Outros";0;0
"103";"Sergipe";"Pré-escola";"Rede privada";"Branca";208,08584393;191,388651099275
"104";"Sergipe";"Pré-escola";"Rede privada";"Negra";1740,63725505;729,672779079132
"105";"Sergipe";"Pré-escola";"Rede privada";"Outros";0;0
"106";"Sergipe";"Pré-escola";"Rede pública";"Branca";430,62943113;429,739690072481
"107";"Sergipe";"Pré-escola";"Rede pública";"Negra";5570,4560044;1406,50622019214
"108";"Sergipe";"Pré-escola";"Rede pública";"Outros";0;0
"109";"Bahia";"Pré-escola";"Rede privada";"Branca";5737,19944783;2209,42109200286
"110";"Bahia";"Pré-escola";"Rede privada";"Negra";14526,06914489;4379,75976258558
"111";"Bahia";"Pré-escola";"Rede privada";"Outros";0;0
"112";"Bahia";"Pré-escola";"Rede pública";"Branca";10684,88947885;3009,43071176732
"113";"Bahia";"Pré-escola";"Rede pública";"Negra";49100,49423157;12767,1973918653
"114";"Bahia";"Pré-escola";"Rede pública";"Outros";0;0
"115";"Minas Gerais";"Pré-escola";"Rede privada";"Branca";8229,35091638;2773,41860722131
"116";"Minas Gerais";"Pré-escola";"Rede privada";"Negra";5421,22285361;2333,34692093881
"117";"Minas Gerais";"Pré-escola";"Rede privada";"Outros";175,12565781;173,859069680792
"118";"Minas Gerais";"Pré-escola";"Rede pública";"Branca";27440,89963047;5886,51866012269
"119";"Minas Gerais";"Pré-escola";"Rede pública";"Negra";46035,44976014;7896,55721111623
"120";"Minas Gerais";"Pré-escola";"Rede pública";"Outros";0;0
"121";"Espírito Santo";"Pré-escola";"Rede privada";"Branca";1325,87072041;553,803026120141
"122";"Espírito Santo";"Pré-escola";"Rede privada";"Negra";877,54324398;504,867631070754
"123";"Espírito Santo";"Pré-escola";"Rede privada";"Outros";0;0
"124";"Espírito Santo";"Pré-escola";"Rede pública";"Branca";5204,8705308;1195,857736578
"125";"Espírito Santo";"Pré-escola";"Rede pública";"Negra";8372,5642089;1471,15031875314
"126";"Espírito Santo";"Pré-escola";"Rede pública";"Outros";0;0
"127";"Rio de Janeiro";"Pré-escola";"Rede privada";"Branca";19089,53508907;4396,20316632986
"128";"Rio de Janeiro";"Pré-escola";"Rede privada";"Negra";10084,40049748;2773,3426212266
"129";"Rio de Janeiro";"Pré-escola";"Rede privada";"Outros";0;0
"130";"Rio de Janeiro";"Pré-escola";"Rede pública";"Branca";9992,72948224;2755,9593533264
"131";"Rio de Janeiro";"Pré-escola";"Rede pública";"Negra";30314,60884011;4594,00745783219
"132";"Rio de Janeiro";"Pré-escola";"Rede pública";"Outros";0;0
"133";"São Paulo";"Pré-escola";"Rede privada";"Branca";25834,8856343;7595,22460289604
"134";"São Paulo";"Pré-escola";"Rede privada";"Negra";5592,81753578;2940,11040526674
"135";"São Paulo";"Pré-escola";"Rede privada";"Outros";0;0
"136";"São Paulo";"Pré-escola";"Rede pública";"Branca";76782,57981928;12849,3938353614
"137";"São Paulo";"Pré-escola";"Rede pública";"Negra";72872,91633654;15280,2232232281
"138";"São Paulo";"Pré-escola";"Rede pública";"Outros";1985,21791221;2014,89348845626
"139";"Paraná";"Pré-escola";"Rede privada";"Branca";4724,27970978;2053,46135143139
"140";"Paraná";"Pré-escola";"Rede privada";"Negra";2702,15291464;1720,58952378123
"141";"Paraná";"Pré-escola";"Rede privada";"Outros";0;0
"142";"Paraná";"Pré-escola";"Rede pública";"Branca";23909,96418555;3794,06765562774
"143";"Paraná";"Pré-escola";"Rede pública";"Negra";10718,75786781;2444,44808871472
"144";"Paraná";"Pré-escola";"Rede pública";"Outros";0;0
"145";"Santa Catarina";"Pré-escola";"Rede privada";"Branca";4846,17182058;1251,7127918481
"146";"Santa Catarina";"Pré-escola";"Rede privada";"Negra";698,8568439;489,33457029377
"147";"Santa Catarina";"Pré-escola";"Rede privada";"Outros";0;0
"148";"Santa Catarina";"Pré-escola";"Rede pública";"Branca";17755,81426024;2908,03279368973
"149";"Santa Catarina";"Pré-escola";"Rede pública";"Negra";4791,55525794;1137,13732798113
"150";"Santa Catarina";"Pré-escola";"Rede pública";"Outros";0;0
"151";"Rio Grande do Sul";"Pré-escola";"Rede privada";"Branca";6376,60194363;3383,68335774125
"152";"Rio Grande do Sul";"Pré-escola";"Rede privada";"Negra";1435,94999433;1127,06652657976
"153";"Rio Grande do Sul";"Pré-escola";"Rede privada";"Outros";0;0
"154";"Rio Grande do Sul";"Pré-escola";"Rede pública";"Branca";27826,13064351;4530,70190809061
"155";"Rio Grande do Sul";"Pré-escola";"Rede pública";"Negra";8647,39864696;2324,02573015226
"156";"Rio Grande do Sul";"Pré-escola";"Rede pública";"Outros";0;0
"157";"Mato Grosso do Sul";"Pré-escola";"Rede privada";"Branca";971,64500234;638,272493354243
"158";"Mato Grosso do Sul";"Pré-escola";"Rede privada";"Negra";593,44564052;432,334684638384
"159";"Mato Grosso do Sul";"Pré-escola";"Rede privada";"Outros";0;0
"160";"Mato Grosso do Sul";"Pré-escola";"Rede pública";"Branca";3186,75534643;1083,89993935732
"161";"Mato Grosso do Sul";"Pré-escola";"Rede pública";"Negra";3693,56830172;1190,3692955574
"162";"Mato Grosso do Sul";"Pré-escola";"Rede pública";"Outros";0;0
"163";"Mato Grosso";"Pré-escola";"Rede privada";"Branca";294,93736805;291,164335662825
"164";"Mato Grosso";"Pré-escola";"Rede privada";"Negra";1023,43156718;544,879096615603
"165";"Mato Grosso";"Pré-escola";"Rede privada";"Outros";0;0
"166";"Mato Grosso";"Pré-escola";"Rede pública";"Branca";5336,38652965;1895,07311909383
"167";"Mato Grosso";"Pré-escola";"Rede pública";"Negra";6580,28493034;1792,56765431983
"168";"Mato Grosso";"Pré-escola";"Rede pública";"Outros";0;0
"169";"Goiás";"Pré-escola";"Rede privada";"Branca";8836,36990877;3418,03037386718
"170";"Goiás";"Pré-escola";"Rede privada";"Negra";3761,85232898;1731,52358338008
"171";"Goiás";"Pré-escola";"Rede privada";"Outros";0;0
"172";"Goiás";"Pré-escola";"Rede pública";"Branca";11312,35247355;4289,65016494449
"173";"Goiás";"Pré-escola";"Rede pública";"Negra";21265,48681784;4030,87796340943
"174";"Goiás";"Pré-escola";"Rede pública";"Outros";367,22221402;397,084385455154
"175";"Distrito Federal";"Pré-escola";"Rede privada";"Branca";1776,92839636;865,910690134759
"176";"Distrito Federal";"Pré-escola";"Rede privada";"Negra";2453,09406723;1353,0770673347
"177";"Distrito Federal";"Pré-escola";"Rede privada";"Outros";0;0
"178";"Distrito Federal";"Pré-escola";"Rede pública";"Branca";2408,7097622;869,615207768785
"179";"Distrito Federal";"Pré-escola";"Rede pública";"Negra";7635,39714036;2364,86224296557
"180";"Distrito Federal";"Pré-escola";"Rede pública";"Outros";0;0
"181";"Rondônia";"Regular do ensino fundamental";"Rede privada";"Branca";2880,82093412;1627,9766063745
"182";"Rondônia";"Regular do ensino fundamental";"Rede privada";"Negra";1741,01002152;744,330404128789
"183";"Rondônia";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"184";"Rondônia";"Regular do ensino fundamental";"Rede pública";"Branca";9511,96413582;1940,42756867821
"185";"Rondônia";"Regular do ensino fundamental";"Rede pública";"Negra";55211,23800035;9323,36911183248
"186";"Rondônia";"Regular do ensino fundamental";"Rede pública";"Outros";265,85844272;272,859905876979
"187";"Acre";"Regular do ensino fundamental";"Rede privada";"Branca";456,45763888;235,511952155389
"188";"Acre";"Regular do ensino fundamental";"Rede privada";"Negra";758,82101816;373,241169079247
"189";"Acre";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"190";"Acre";"Regular do ensino fundamental";"Rede pública";"Branca";5192,34121975;1466,47933429983
"191";"Acre";"Regular do ensino fundamental";"Rede pública";"Negra";26812,65184502;4673,62941475395
"192";"Acre";"Regular do ensino fundamental";"Rede pública";"Outros";221,11294025;179,579638994684
"193";"Amazonas";"Regular do ensino fundamental";"Rede privada";"Branca";1881,70882729;743,141025040788
"194";"Amazonas";"Regular do ensino fundamental";"Rede privada";"Negra";7854,6894459;2930,05699848456
"195";"Amazonas";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"196";"Amazonas";"Regular do ensino fundamental";"Rede pública";"Branca";21147,05667948;4903,66719222053
"197";"Amazonas";"Regular do ensino fundamental";"Rede pública";"Negra";142269,65635258;20109,5271832773
"198";"Amazonas";"Regular do ensino fundamental";"Rede pública";"Outros";1124,13011813;605,124449541211
"199";"Roraima";"Regular do ensino fundamental";"Rede privada";"Branca";184,10191414;131,372653797824
"200";"Roraima";"Regular do ensino fundamental";"Rede privada";"Negra";405,43346751;207,642337376789
"201";"Roraima";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"202";"Roraima";"Regular do ensino fundamental";"Rede pública";"Branca";3953,50092147;1069,75716353744
"203";"Roraima";"Regular do ensino fundamental";"Rede pública";"Negra";19637,12653572;3683,89362086184
"204";"Roraima";"Regular do ensino fundamental";"Rede pública";"Outros";487,78828831;323,070917448355
"205";"Pará";"Regular do ensino fundamental";"Rede privada";"Branca";12091,47318379;3079,1359769798
"206";"Pará";"Regular do ensino fundamental";"Rede privada";"Negra";31601,23877357;7516,24537688201
"207";"Pará";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"208";"Pará";"Regular do ensino fundamental";"Rede pública";"Branca";52810,54416464;8032,40950420326
"209";"Pará";"Regular do ensino fundamental";"Rede pública";"Negra";254978,54342443;30405,0900602459
"210";"Pará";"Regular do ensino fundamental";"Rede pública";"Outros";3050,59541886;2614,11182210903
"211";"Amapá";"Regular do ensino fundamental";"Rede privada";"Branca";663,31778842;387,160943061896
"212";"Amapá";"Regular do ensino fundamental";"Rede privada";"Negra";1132,89865935;562,202216808135
"213";"Amapá";"Regular do ensino fundamental";"Rede privada";"Outros";189,00885893;201,769662603665
"214";"Amapá";"Regular do ensino fundamental";"Rede pública";"Branca";6045,9049422;2180,34404564777
"215";"Amapá";"Regular do ensino fundamental";"Rede pública";"Negra";20012,2492636;5255,74894989392
"216";"Amapá";"Regular do ensino fundamental";"Rede pública";"Outros";0;0
"217";"Tocantins";"Regular do ensino fundamental";"Rede privada";"Branca";1896,33853083;1086,58929144231
"218";"Tocantins";"Regular do ensino fundamental";"Rede privada";"Negra";3741,11471581;1841,34094419347
"219";"Tocantins";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"220";"Tocantins";"Regular do ensino fundamental";"Rede pública";"Branca";12962,13222175;2788,03740761278
"221";"Tocantins";"Regular do ensino fundamental";"Rede pública";"Negra";50335,42767353;10565,1186214348
"222";"Tocantins";"Regular do ensino fundamental";"Rede pública";"Outros";0;0
"223";"Maranhão";"Regular do ensino fundamental";"Rede privada";"Branca";5323,36385181;1615,837804582
"224";"Maranhão";"Regular do ensino fundamental";"Rede privada";"Negra";17417,00782167;3248,507555267
"225";"Maranhão";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"226";"Maranhão";"Regular do ensino fundamental";"Rede pública";"Branca";49487,44049624;5428,88285515596
"227";"Maranhão";"Regular do ensino fundamental";"Rede pública";"Negra";280338,78733548;24945,6505731371
"228";"Maranhão";"Regular do ensino fundamental";"Rede pública";"Outros";660,09886493;445,112155720683
"229";"Piauí";"Regular do ensino fundamental";"Rede privada";"Branca";6372,98204965;1855,49903038003
"230";"Piauí";"Regular do ensino fundamental";"Rede privada";"Negra";11066,27828371;3055,43522663559
"231";"Piauí";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"232";"Piauí";"Regular do ensino fundamental";"Rede pública";"Branca";15852,45460079;3870,2212486303
"233";"Piauí";"Regular do ensino fundamental";"Rede pública";"Negra";87789,92936237;13814,8074953395
"234";"Piauí";"Regular do ensino fundamental";"Rede pública";"Outros";0;0
"235";"Ceará";"Regular do ensino fundamental";"Rede privada";"Branca";21613,98204044;4441,61322020106
"236";"Ceará";"Regular do ensino fundamental";"Rede privada";"Negra";40851,54730492;8113,83135952774
"237";"Ceará";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"238";"Ceará";"Regular do ensino fundamental";"Rede pública";"Branca";61067,78528861;7548,71017935159
"239";"Ceará";"Regular do ensino fundamental";"Rede pública";"Negra";244189,46280724;28171,3213879608
"240";"Ceará";"Regular do ensino fundamental";"Rede pública";"Outros";1990,52056892;857,056854164797
"241";"Rio Grande do Norte";"Regular do ensino fundamental";"Rede privada";"Branca";12459,13456258;2729,49564523283
"242";"Rio Grande do Norte";"Regular do ensino fundamental";"Rede privada";"Negra";15465,50185499;3504,90418730986
"243";"Rio Grande do Norte";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"244";"Rio Grande do Norte";"Regular do ensino fundamental";"Rede pública";"Branca";29265,6572829;4565,17828789579
"245";"Rio Grande do Norte";"Regular do ensino fundamental";"Rede pública";"Negra";51024,62989047;8242,75434554007
"246";"Rio Grande do Norte";"Regular do ensino fundamental";"Rede pública";"Outros";0;0
"247";"Paraíba";"Regular do ensino fundamental";"Rede privada";"Branca";15433,70307171;3678,6758771861
"248";"Paraíba";"Regular do ensino fundamental";"Rede privada";"Negra";21268,92824653;5398,11119488092
"249";"Paraíba";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"250";"Paraíba";"Regular do ensino fundamental";"Rede pública";"Branca";37690,38590074;6014,32692256402
"251";"Paraíba";"Regular do ensino fundamental";"Rede pública";"Negra";84693,34564076;12196,9088878165
"252";"Paraíba";"Regular do ensino fundamental";"Rede pública";"Outros";0;0
"253";"Pernambuco";"Regular do ensino fundamental";"Rede privada";"Branca";29728,86923159;6809,40943122117
"254";"Pernambuco";"Regular do ensino fundamental";"Rede privada";"Negra";37022,65851907;6304,93461846944
"255";"Pernambuco";"Regular do ensino fundamental";"Rede privada";"Outros";434,12668531;425,75939249431
"256";"Pernambuco";"Regular do ensino fundamental";"Rede pública";"Branca";70652,02704264;9400,94151722067
"257";"Pernambuco";"Regular do ensino fundamental";"Rede pública";"Negra";216585,88248732;26661,0741120883
"258";"Pernambuco";"Regular do ensino fundamental";"Rede pública";"Outros";0;0
"259";"Alagoas";"Regular do ensino fundamental";"Rede privada";"Branca";6839,73585656;1590,77778134492
"260";"Alagoas";"Regular do ensino fundamental";"Rede privada";"Negra";14100,57613462;2701,56030711213
"261";"Alagoas";"Regular do ensino fundamental";"Rede privada";"Outros";165,75851272;167,198050310254
"262";"Alagoas";"Regular do ensino fundamental";"Rede pública";"Branca";21185,85593451;3052,24374999592
"263";"Alagoas";"Regular do ensino fundamental";"Rede pública";"Negra";86650,94021223;9718,40253742064
"264";"Alagoas";"Regular do ensino fundamental";"Rede pública";"Outros";839,97792456;375,549101237763
"265";"Sergipe";"Regular do ensino fundamental";"Rede privada";"Branca";2631,15702829;1043,0751738346
"266";"Sergipe";"Regular do ensino fundamental";"Rede privada";"Negra";8149,45326587;2430,93150604232
"267";"Sergipe";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"268";"Sergipe";"Regular do ensino fundamental";"Rede pública";"Branca";12048,48158181;2630,34922935066
"269";"Sergipe";"Regular do ensino fundamental";"Rede pública";"Negra";60781,29205389;9154,42945584015
"270";"Sergipe";"Regular do ensino fundamental";"Rede pública";"Outros";603,19997558;358,451329169353
"271";"Bahia";"Regular do ensino fundamental";"Rede privada";"Branca";30493,29119564;7841,2472258063
"272";"Bahia";"Regular do ensino fundamental";"Rede privada";"Negra";86860,33683331;15368,4890254767
"273";"Bahia";"Regular do ensino fundamental";"Rede privada";"Outros";683,39419368;614,114157502595
"274";"Bahia";"Regular do ensino fundamental";"Rede pública";"Branca";92965,10652639;15341,6221391248
"275";"Bahia";"Regular do ensino fundamental";"Rede pública";"Negra";421794,60427271;46495,5595309517
"276";"Bahia";"Regular do ensino fundamental";"Rede pública";"Outros";3779,91040467;1752,51348424448
"277";"Minas Gerais";"Regular do ensino fundamental";"Rede privada";"Branca";40060,71963057;8255,08730356152
"278";"Minas Gerais";"Regular do ensino fundamental";"Rede privada";"Negra";18303,25959689;4836,21284386466
"279";"Minas Gerais";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"280";"Minas Gerais";"Regular do ensino fundamental";"Rede pública";"Branca";203641,03925368;22327,7538175322
"281";"Minas Gerais";"Regular do ensino fundamental";"Rede pública";"Negra";390054,11850073;38649,9870319363
"282";"Minas Gerais";"Regular do ensino fundamental";"Rede pública";"Outros";1642,25390471;1224,44938875917
"283";"Espírito Santo";"Regular do ensino fundamental";"Rede privada";"Branca";11190,02617055;4188,83405318989
"284";"Espírito Santo";"Regular do ensino fundamental";"Rede privada";"Negra";7123,68258347;1351,61575678101
"285";"Espírito Santo";"Regular do ensino fundamental";"Rede privada";"Outros";210,54178984;221,236423915185
"286";"Espírito Santo";"Regular do ensino fundamental";"Rede pública";"Branca";34099,69713231;4799,22502011818
"287";"Espírito Santo";"Regular do ensino fundamental";"Rede pública";"Negra";82686,85673361;9539,34680328143
"288";"Espírito Santo";"Regular do ensino fundamental";"Rede pública";"Outros";465,67065305;395,36822474539
"289";"Rio de Janeiro";"Regular do ensino fundamental";"Rede privada";"Branca";76204,55051392;10068,3554877743
"290";"Rio de Janeiro";"Regular do ensino fundamental";"Rede privada";"Negra";70757,08543026;13171,8167894492
"291";"Rio de Janeiro";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"292";"Rio de Janeiro";"Regular do ensino fundamental";"Rede pública";"Branca";128745,22673853;14794,7694777309
"293";"Rio de Janeiro";"Regular do ensino fundamental";"Rede pública";"Negra";321000,03467823;31914,9227027055
"294";"Rio de Janeiro";"Regular do ensino fundamental";"Rede pública";"Outros";0;0
"295";"São Paulo";"Regular do ensino fundamental";"Rede privada";"Branca";155049,02647476;24200,5415454885
"296";"São Paulo";"Regular do ensino fundamental";"Rede privada";"Negra";29045,32847146;8012,6379726212
"297";"São Paulo";"Regular do ensino fundamental";"Rede privada";"Outros";12805,02943334;7731,89914716988
"298";"São Paulo";"Regular do ensino fundamental";"Rede pública";"Branca";573143,42184334;59929,2924091259
"299";"São Paulo";"Regular do ensino fundamental";"Rede pública";"Negra";512939,59772859;61208,5542248179
"300";"São Paulo";"Regular do ensino fundamental";"Rede pública";"Outros";5714,47264801;5354,81365535564
"301";"Paraná";"Regular do ensino fundamental";"Rede privada";"Branca";33547,02394806;5928,07146306591
"302";"Paraná";"Regular do ensino fundamental";"Rede privada";"Negra";8348,18703197;2733,40845184076
"303";"Paraná";"Regular do ensino fundamental";"Rede privada";"Outros";1870,39007689;1065,17431508255
"304";"Paraná";"Regular do ensino fundamental";"Rede pública";"Branca";228371,79133208;25096,3553477308
"305";"Paraná";"Regular do ensino fundamental";"Rede pública";"Negra";130258,44804046;13576,8862329429
"306";"Paraná";"Regular do ensino fundamental";"Rede pública";"Outros";2505,97481339;1609,79519150842
"307";"Santa Catarina";"Regular do ensino fundamental";"Rede privada";"Branca";16522,57923167;3056,4607419987
"308";"Santa Catarina";"Regular do ensino fundamental";"Rede privada";"Negra";366,22652486;356,976972480143
"309";"Santa Catarina";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"310";"Santa Catarina";"Regular do ensino fundamental";"Rede pública";"Branca";143908,97314459;13494,0756712857
"311";"Santa Catarina";"Regular do ensino fundamental";"Rede pública";"Negra";41147,38439214;5885,89069025926
