"";"UF";"ETAPA";"REDE";"COR";"taxa_pd";"se.pd"
"202";"Roraima";"Regular do ensino fundamental";"Rede pública";"Branca";0,164192734408154;0,0317453683579084
"203";"Roraima";"Regular do ensino fundamental";"Rede pública";"Negra";0,815548944053347;0,0374184885198598
"204";"Roraima";"Regular do ensino fundamental";"Rede pública";"Outros";0,0202583215384992;0,0129150604743881
"205";"Pará";"Regular do ensino fundamental";"Rede privada";"Branca";0,27673890317429;0,0675414222526307
"206";"Pará";"Regular do ensino fundamental";"Rede privada";"Negra";0,72326109682571;0,0675414222526307
"207";"Pará";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"208";"Pará";"Regular do ensino fundamental";"Rede pública";"Branca";0,169896403360097;0,0201146258146566
"209";"Pará";"Regular do ensino fundamental";"Rede pública";"Negra";0,820289549124026;0,0220470298077033
"210";"Pará";"Regular do ensino fundamental";"Rede pública";"Outros";0,0098140475158771;0,00840246331652945
"211";"Amapá";"Regular do ensino fundamental";"Rede privada";"Branca";0,334127207718614;0,132355899110932
"212";"Amapá";"Regular do ensino fundamental";"Rede privada";"Negra";0,570665030073183;0,13178949355162
"213";"Amapá";"Regular do ensino fundamental";"Rede privada";"Outros";0,0952077622082028;0,125702112064425
"214";"Amapá";"Regular do ensino fundamental";"Rede pública";"Branca";0,232015855553357;0,0399285894190358
"215";"Amapá";"Regular do ensino fundamental";"Rede pública";"Negra";0,767984144446643;0,0399285894190358
"216";"Amapá";"Regular do ensino fundamental";"Rede pública";"Outros";0;0
"217";"Tocantins";"Regular do ensino fundamental";"Rede privada";"Branca";0,336382129991099;0,143863014390351
"218";"Tocantins";"Regular do ensino fundamental";"Rede privada";"Negra";0,663617870008901;0,143863014390351
"219";"Tocantins";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"220";"Tocantins";"Regular do ensino fundamental";"Rede pública";"Branca";0,204780914828228;0,0336912835331121
"221";"Tocantins";"Regular do ensino fundamental";"Rede pública";"Negra";0,795219085171772;0,0336912835331121
"222";"Tocantins";"Regular do ensino fundamental";"Rede pública";"Outros";0;0
"223";"Maranhão";"Regular do ensino fundamental";"Rede privada";"Branca";0,234093089077262;0,0569161363746469
"224";"Maranhão";"Regular do ensino fundamental";"Rede privada";"Negra";0,765906910922738;0,0569161363746469
"225";"Maranhão";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"226";"Maranhão";"Regular do ensino fundamental";"Rede pública";"Branca";0,14974126461112;0,0135190693497175
"227";"Maranhão";"Regular do ensino fundamental";"Rede pública";"Negra";0,848261379336278;0,0136682721096443
"228";"Maranhão";"Regular do ensino fundamental";"Rede pública";"Outros";0,00199735605260274;0,00142239782255227
"229";"Piauí";"Regular do ensino fundamental";"Rede privada";"Branca";0,365438781681524;0,078171720053537
"230";"Piauí";"Regular do ensino fundamental";"Rede privada";"Negra";0,634561218318476;0,078171720053537
"231";"Piauí";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"232";"Piauí";"Regular do ensino fundamental";"Rede pública";"Branca";0,15295339603945;0,0266217205327118
"233";"Piauí";"Regular do ensino fundamental";"Rede pública";"Negra";0,84704660396055;0,0266217205327118
"234";"Piauí";"Regular do ensino fundamental";"Rede pública";"Outros";0;0
"235";"Ceará";"Regular do ensino fundamental";"Rede privada";"Branca";0,346014550216015;0,0614903208028849
"236";"Ceará";"Regular do ensino fundamental";"Rede privada";"Negra";0,653985449783985;0,0614903208028849
"237";"Ceará";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"238";"Ceará";"Regular do ensino fundamental";"Rede pública";"Branca";0,198757457390161;0,019625340869491
"239";"Ceará";"Regular do ensino fundamental";"Rede pública";"Negra";0,794763990861293;0,0196982300599667
"240";"Ceará";"Regular do ensino fundamental";"Rede pública";"Outros";0,00647855174854599;0,00282779913411237
"241";"Rio Grande do Norte";"Regular do ensino fundamental";"Rede privada";"Branca";0,446169983246077;0,0475149112374603
"242";"Rio Grande do Norte";"Regular do ensino fundamental";"Rede privada";"Negra";0,553830016753923;0,0475149112374603
"243";"Rio Grande do Norte";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"244";"Rio Grande do Norte";"Regular do ensino fundamental";"Rede pública";"Branca";0,364498101989684;0,0390835544541181
"245";"Rio Grande do Norte";"Regular do ensino fundamental";"Rede pública";"Negra";0,635501898010316;0,0390835544541181
"246";"Rio Grande do Norte";"Regular do ensino fundamental";"Rede pública";"Outros";0;0
"247";"Paraíba";"Regular do ensino fundamental";"Rede privada";"Branca";0,42050671892944;0,0662813630419408
"248";"Paraíba";"Regular do ensino fundamental";"Rede privada";"Negra";0,57949328107056;0,0662813630419408
"249";"Paraíba";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"250";"Paraíba";"Regular do ensino fundamental";"Rede pública";"Branca";0,307968922225249;0,0289192113781282
"251";"Paraíba";"Regular do ensino fundamental";"Rede pública";"Negra";0,692031077774751;0,0289192113781282
"252";"Paraíba";"Regular do ensino fundamental";"Rede pública";"Outros";0;0
"253";"Pernambuco";"Regular do ensino fundamental";"Rede privada";"Branca";0,442488347864834;0,0572875677186324
"254";"Pernambuco";"Regular do ensino fundamental";"Rede privada";"Negra";0,551050054209917;0,0556997783804299
"255";"Pernambuco";"Regular do ensino fundamental";"Rede privada";"Outros";0,0064615979252496;0,00646608688673268
"256";"Pernambuco";"Regular do ensino fundamental";"Rede pública";"Branca";0,245970412325643;0,0206338704433074
"257";"Pernambuco";"Regular do ensino fundamental";"Rede pública";"Negra";0,754029587674357;0,0206338704433074
"258";"Pernambuco";"Regular do ensino fundamental";"Rede pública";"Outros";0;0
"259";"Alagoas";"Regular do ensino fundamental";"Rede privada";"Branca";0,32406486348542;0,0598466701848226
"260";"Alagoas";"Regular do ensino fundamental";"Rede privada";"Negra";0,668081542322835;0,0607832554912333
"261";"Alagoas";"Regular do ensino fundamental";"Rede privada";"Outros";0,0078535941917455;0,00777250993019022
"262";"Alagoas";"Regular do ensino fundamental";"Rede pública";"Branca";0,19494373214106;0,020923964955832
"263";"Alagoas";"Regular do ensino fundamental";"Rede pública";"Negra";0,797327128567329;0,0212647761526382
"264";"Alagoas";"Regular do ensino fundamental";"Rede pública";"Outros";0,00772913929161085;0,0035621148298712
"265";"Sergipe";"Regular do ensino fundamental";"Rede privada";"Branca";0,244063829087239;0,0825711627800083
"266";"Sergipe";"Regular do ensino fundamental";"Rede privada";"Negra";0,755936170912761;0,0825711627800083
"267";"Sergipe";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"268";"Sergipe";"Regular do ensino fundamental";"Rede pública";"Branca";0,164074542937469;0,0310466877731138
"269";"Sergipe";"Regular do ensino fundamental";"Rede pública";"Negra";0,827711163865403;0,0313317825415371
"270";"Sergipe";"Regular do ensino fundamental";"Rede pública";"Outros";0,00821429319712776;0,00481557736876433
"271";"Bahia";"Regular do ensino fundamental";"Rede privada";"Branca";0,258336669474146;0,0486683113077003
"272";"Bahia";"Regular do ensino fundamental";"Rede privada";"Negra";0,735873670800356;0,0488702119357246
"273";"Bahia";"Regular do ensino fundamental";"Rede privada";"Outros";0,00578965972549738;0,00516127410236761
"274";"Bahia";"Regular do ensino fundamental";"Rede pública";"Branca";0,179282551853174;0,0202656348603738
"275";"Bahia";"Regular do ensino fundamental";"Rede pública";"Negra";0,813427917607395;0,0203951704221519
"276";"Bahia";"Regular do ensino fundamental";"Rede pública";"Outros";0,00728953053943126;0,00334962662885771
"277";"Minas Gerais";"Regular do ensino fundamental";"Rede privada";"Branca";0,686394590650557;0,0627984505570711
"278";"Minas Gerais";"Regular do ensino fundamental";"Rede privada";"Negra";0,313605409349443;0,0627984505570711
"279";"Minas Gerais";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"280";"Minas Gerais";"Regular do ensino fundamental";"Rede pública";"Branca";0,342059872713461;0,0286378347638717
"281";"Minas Gerais";"Regular do ensino fundamental";"Rede pública";"Negra";0,655181600991117;0,0289699245259213
"282";"Minas Gerais";"Regular do ensino fundamental";"Rede pública";"Outros";0,00275852629542174;0,00204764122394451
"283";"Espírito Santo";"Regular do ensino fundamental";"Rede privada";"Branca";0,60407443443152;0,114172457375862
"284";"Espírito Santo";"Regular do ensino fundamental";"Rede privada";"Negra";0,384559826947018;0,108343071091321
"285";"Espírito Santo";"Regular do ensino fundamental";"Rede privada";"Outros";0,0113657386214626;0,0138448670481648
"286";"Espírito Santo";"Regular do ensino fundamental";"Rede pública";"Branca";0,290823455778385;0,0301300344439598
"287";"Espírito Santo";"Regular do ensino fundamental";"Rede pública";"Negra";0,705205014854386;0,0303126741332636
"288";"Espírito Santo";"Regular do ensino fundamental";"Rede pública";"Outros";0,00397152936722885;0,00330901456376657
"289";"Rio de Janeiro";"Regular do ensino fundamental";"Rede privada";"Branca";0,518533629707719;0,0450686988190769
"290";"Rio de Janeiro";"Regular do ensino fundamental";"Rede privada";"Negra";0,481466370292281;0,0450686988190769
"291";"Rio de Janeiro";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"292";"Rio de Janeiro";"Regular do ensino fundamental";"Rede pública";"Branca";0,286262553012709;0,0201593733682954
"293";"Rio de Janeiro";"Regular do ensino fundamental";"Rede pública";"Negra";0,713737446987291;0,0201593733682954
"294";"Rio de Janeiro";"Regular do ensino fundamental";"Rede pública";"Outros";0;0
"295";"São Paulo";"Regular do ensino fundamental";"Rede privada";"Branca";0,787453078958715;0,0482622760530593
"296";"São Paulo";"Regular do ensino fundamental";"Rede privada";"Negra";0,147513556545559;0,0405035915454202
"297";"São Paulo";"Regular do ensino fundamental";"Rede privada";"Outros";0,0650333644957261;0,0366334642688128
"298";"São Paulo";"Regular do ensino fundamental";"Rede pública";"Branca";0,524953964382143;0,0265822098129496
"299";"São Paulo";"Regular do ensino fundamental";"Rede pública";"Negra";0,469812031428681;0,026669107546505
"300";"São Paulo";"Regular do ensino fundamental";"Rede pública";"Outros";0,00523400418917507;0,00489370668492476
